Product Page URL,Section 19A approved medicine,Section 19A approval holder,Phone,Approved until,Status,Medicines in short supply/unavailable,Indication(s)
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mounjaro-kwikpen-tirzepatide-10mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) MOUNJARO KWIKPEN tirzepatide 10mg solution for injection in pre-filled pen (UK),Eli Lilly Australia Pty Ltd ABN 39 000 233 992,1800 454 559,31 March 2025,Expired,MOUNJARO tirzepatide 10 mg/0.5 mL solution for injection vial - ARTG 407053,MOUNJARO is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mounjaro-kwikpen-tirzepatide-125mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) MOUNJARO KWIKPEN tirzepatide 12.5mg solution for injection in pre-filled pen (UK),Eli Lilly Australia Pty Ltd ABN 39 000 233 992,1800 454 559,31 March 2025,Expired,MOUNJARO tirzepatide 12.5 mg/0.5 mL solution for injection vial - ARTG 407052,MOUNJARO is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mounjaro-kwikpen-tirzepatide-15mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) MOUNJARO KWIKPEN tirzepatide 15mg solution for injection in pre-filled pen (UK),Eli Lilly Australia Pty Ltd ABN 39 000 233 992,1800 454 559,31 March 2025,Expired,MOUNJARO tirzepatide 15 mg/0.5 mL solution for injection vial - ARTG 407054,MOUNJARO is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mounjaro-kwikpen-tirzepatide-25mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) MOUNJARO KWIKPEN tirzepatide 2.5mg solution for injection in pre-filled pen (UK),Eli Lilly Australia Pty Ltd ABN 39 000 233 992,1800 454 559,31 March 2025,Expired,MOUNJARO tirzepatide 2.5 mg/0.5 mL solution for injection vial - ARTG 407055,MOUNJARO is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mounjaro-kwikpen-tirzepatide-5mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) MOUNJARO KWIKPEN tirzepatide 5mg solution for injection in pre-filled pen (UK),Eli Lilly Australia Pty Ltd ABN 39 000 233 992,1800 454 559,31 March 2025,Expired,MOUNJARO tirzepatide 5 mg/0.5 mL solution for injection vial - ARTG 407050,MOUNJARO is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-mounjaro-kwikpen-tirzepatide-75mg-solution-injection-pre-filled-pen-uk,(Approval lapsed) MOUNJARO KWIKPEN tirzepatide 7.5mg solution for injection in pre-filled pen (UK),Eli Lilly Australia Pty Ltd ABN 39 000 233 992,1800 454 559,31 March 2025,Expired,MOUNJARO tirzepatide 7.5 mg/0.5 mL solution for injection vial - ARTG 407051,MOUNJARO is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise: as monotherapy when metformin is not tolerated or contraindicated. in addition to other medicinal products for the treatment of type 2 diabetes.
https://www.tga.gov.au/resources/section-19a-approvals/sodium-chloride-09-solution-infusion-bag-250ml-lavoisier-france,"Sodium Chloride 0.9% solution for infusion bag 250mL (Lavoisier, France)",Aborns Pharmaceuticals ABN 80 625 808 193,1300 117 772,28 February 2026,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/sodium-chloride-09-solution-infusion-bag-500ml-lavoisier-france,"Sodium Chloride 0.9% solution for infusion bag 500mL (Lavoisier, France)",Aborns Pharmaceuticals ABN 80 625 808 193,1300 117 772,28 February 2026,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-injection-usp-viaflo-plastic-container-1000ml-baxter-usa,"0.9% Sodium chloride injection, USP in VIAFLO plastic container 1000mL (Baxter, USA)",Baxter Healthcare Pty Ltd ABN 43 000 392 781,1800 229 837,31 July 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/extraneal-peritoneal-dialysis-solution-75-icodextrin-2000ml-singapore,EXTRANEAL Peritoneal Dialysis Solution with 7.5% Icodextrin 2000mL (Singapore),Vantive Pty Ltd ABN 91 625 652 280,1800 920 133,31 July 2025,Current,EXTRANEAL 7.5% w/v icodextrin peritoneal dialysis solution bag AHB5546 - ARTG 91344,Extraneal solution is indicated for use as an alternative osmotic agent in dialysis solutions for the long dwell exchange in patients treated with peritoneal dialysis.
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-injection-usp-excel-bag-1000-ml-b-braun-usa-0,"0.9% Sodium Chloride Injection, USP in EXCEL bag 1000 mL (B. Braun, USA)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-injection-usp-excel-bag-250-ml-b-braun-usa,"0.9% Sodium Chloride Injection, USP in EXCEL bag 250 mL (B. Braun, USA)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-injection-usp-excel-bag-500-ml-b-braun-usa,"0.9% Sodium Chloride Injection, USP in EXCEL bag 500 mL (B. Braun, USA)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/sodium-chloride-09-solution-infusion-bag-1000ml-lavoisier-france,"Sodium Chloride 0.9% solution for infusion bag 1000mL (Lavoisier, France)",Aborns Pharmaceuticals Pty Ltd ABN 80 625 808 193,1300 117 772,28 February 2026,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/sodium-chloride-09-solution-infusion-bag-100ml-lavoisier-france,"Sodium Chloride 0.9% solution for infusion bag 100mL (Lavoisier, France)",Aborns Pharmaceuticals Pty Ltd ABN 80 625 808 193,1300 117 772,28 February 2026,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-injection-usp-excel-bag-1000-ml-b-braun-usa,"0.9% Sodium Chloride Injection, USP in EXCEL bag 1000 mL (B. Braun, USA)",Phero Pharma Pty Ltd ABN 96 673 730 231,1800 720 020,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-miochol-e-acetylcholine-chloride-10mgml-20mg-2ml-powder-and-solvent-intraocular-use-germany,(Approval lapsed) MIOCHOL-E acetylcholine chloride 10mg/mL (20mg in 2mL) powder and solvent for intraocular use (Germany),Bausch & Lomb Australia Pty Ltd ABN 88 000 222 408,1800 251 150,30 November 2024,Expired,MIOCHOL-E acetylcholine chloride 20mg/2mL powder for solution for intraocular irrigation ampoule - ARTG 118510,"Miochol-E is used to obtain complete miosis of the iris in seconds after placement of the intraocular lens (IOL) in cataract surgery and in penetrating keratoplasty, iridectomy and other anterior segment surgery where rapid miosis may be required."
https://www.tga.gov.au/resources/section-19a-approvals/heparin-sodium-injection-usp-10000-units10-ml-1000-unitsml-multi-dose-vials-intravenous-or-subcutaneous-use-contains-preservative-hospira-usa,"Heparin sodium injection, USP 10,000 units/10 mL (1,000 units/mL) multi-dose vials for intravenous or subcutaneous use - CONTAINS PRESERVATIVE (Hospira, USA)",Pfizer Australia Pty Ltd ABN 50 008 422 348,1800 675 229,30 June 2025,Current,HEPARIN SODIUM 5000IU/5mL (porcine mucous) injection ampoule - ARTG 49232,"Prophylaxis and treatment of pulmonary embolism and venous thrombosis. Prevention of thromboembolic complications arising as a result of cardiac and arterial surgery. As an anticoagulant during blood transfusions, extracorporeal circulation, and dialysis."
https://www.tga.gov.au/resources/section-19a-approvals/sodium-chloride-09-bioluz-solution-infusion-dual-access-pvc-bag-100-ml-france,"Sodium Chloride 0.9% Bioluz, Solution for Infusion in Dual Access PVC Bag 100 mL (France)",Aborns Pharmaceuticals Pty Ltd ABN 80 625 808 193,1300 117 772,30 April 2025,Current,N/A (Field Not Found/Timeout),"For extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/sodium-chloride-09-bioluz-solution-infusion-dual-access-pvc-bag-1000-ml-france,"Sodium Chloride 0.9% Bioluz, Solution for Infusion in Dual Access PVC Bag 1000 mL (France)",Aborns Pharmaceuticals Pty Ltd ABN 80 625 808 193,1300 117 772,30 April 2025,Current,N/A (Field Not Found/Timeout),"For extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-osteocis-sodium-oxidronate-3-mg-kit-radiopharmaceutical-preparation-france,(Approval lapsed) OSTEOCIS sodium oxidronate 3 mg kit for radiopharmaceutical preparation (France),Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific ABN 66 072 147 561,02 9503 8100,30 September 2024,Expired,TECHNESCAN HDP kit for preparation of Technetium [99mTc] oxidronate powder for injection vial - ARTG 75500 RADPHARM HDP sodium oxidronate 3.15 mg kit for the preparation of technetium (99m Tc) oxidronate for injection - ARTG 160732,A diagnostic skeletal imaging agent used to demonstrate areas of altered osteogenesis in adult patients.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-phytomenadione-vitamin-k-2-mg02-ml-solution-injection-ampoules-neon-healthcare-uk,"(Approval lapsed) Phytomenadione (vitamin K) 2 mg/0.2 mL solution for injection ampoules (Neon Healthcare, UK)",ORSPEC Pharma Pty Ltd ABN 15 634 980 417,02 4339 4239,30 September 2024,Expired,KONAKION MM PAEDIATRIC phytomenadione 2 mg/0.2 mL injection ampoule - ARTG 71758,Prophylaxis and treatment of vitamin K deficiency bleeding (VKDB)
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-jemperli-dostarlimab-500-mg-concentrate-solution-infusion-vial-gsk-uk,"(Approval lapsed) JEMPERLI dostarlimab 500 mg concentrate for solution for infusion vial (GSK, UK)",GlaxoSmithKline Australia Pty Ltd ABN 47 100 162 481,1800 033 109,31 March 2025,Expired,JEMPERLI dostarlimab 500 mg concentrate for solution for infusion 10 mL vial - ARTG 352631,JEMPERLI is indicated in combination with carboplatin and paclitaxel for the treatment of adult patients with primary advanced or recurrent mismatch repair deficient (dMMR)/microsatellite instability-high (MSI-H) endometrial cancer. JEMPERLI is indicated as monotherapy for the treatment of adult patients with recurrent or advanced mismatch repair deficient (dMMR) endometrial cancer (EC) that has progressed on or following prior treatment with a platinum-containing regimen.
https://www.tga.gov.au/resources/section-19a-approvals/ceenu-lomustine-capsules-10mg-bms-canada,CEENU lomustine capsules 10mg (BMS Canada),Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,30 June 2026,Current,CEENU lomustine 10mg capsule bottle - ARTG 19252,Lomustine may be used for the treatment of: Brain tumours (primary and secondary) Hodgkin's disease (as secondary therapy). Lomustine is used in addition to appropriate surgical and/or radiotherapeutic procedures or as a component of various chemotherapeutic regimens in the palliative treatment of primary and metastatic brain tumours. Lomustine containing combinations should be used as alternative therapy in the treatment of disseminated Hodgkin's disease in patients refractory to other established treatment regimens.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-zithromax-azithromycin-hydrate-powder-oral-suspension-600-mg15-ml-south-korea,(Approval lapsed) ZITHROMAX azithromycin hydrate powder for oral suspension 600 mg/15 mL (South Korea),Pfizer Australia Pty Ltd ABN 50 008 422 348,1800 675 229,28 February 2025,Expired,ZITHROMAX azithromycin (as dihydrate) 200mg/5mL (when reconstituted) powder for oral suspension bottle - ARTG 60049,"Azithromycin is indicated for use in adults for the treatment of the following infections of mild to moderate severity: Lower respiratory tract infections: Acute bacterial bronchitis due to Streptococcus pneumoniae, Haemophilus influenzae or Moraxella catarrhalis. Community acquired pneumonia (CAP) due to Streptococcus pneumoniae or Haemophilus influenzae in patients suitable for outpatient oral treatment. Community acquired pneumonia caused by susceptible organisms in patients who require initial intravenous therapy. In clinical studies efficacy has been demonstrated against Chlamydia pneumoniae, Haemophilus influenzae, Legionella pneumophilia, Moraxella catarrhalis, Mycoplasma pneumoniae, Staphylococcus aureus and Streptococcus pneumoniae. Upper respiratory tract infections: Acute sinusitis due to Streptococcus pneumoniae or Haemophilus influenzae. Acute Streptococcal pharyngitis. Note: Penicillin is the usual drug of choice in the treatment of Streptococcus pyogenes pharyngitis, including the prophylaxis of rheumatic fever. Azithromycin appears to be almost as effective in the treatment of Streptococcal pharyngitis. However, substantial data establishing the efficacy of azithromycin in the subsequent prevention of rheumatic fever are not available at present. Uncomplicated skin and skin structure infections: Uncomplicated infections due to Staphylococcus aureus, Streptococcus pyogenes or Streptococcus agalactiae. Abscesses usually require surgical drainage. Sexually transmitted diseases: Uncomplicated urethritis and cervicitis due to Chlamydia trachomatis. Note: At the recommended dose azithromycin cannot be relied upon to treat gonorrhoea or syphilis. As with other drugs for the treatment of non-gonococcal infections, it may mask or delay the symptoms of incubating gonorrhoea or syphilis. Appropriate tests should be performed for the detection of gonorrhoea or syphilis and treatment should be instituted as required. Azithromycin is also indicated for the treatment of Chlamydia trachomatis conjunctivitis and trachoma. Azithromycin is indicated for use in children for the treatment of the following infections: Acute Streptococcal pharyngitis/tonsillitis: Note: Penicillin is the usual drug of choice in the treatment of Streptococcus pyogenes pharyngitis, including the prophylaxis of rheumatic fever. The 20 mg/kg azithromycin dose appears to be as effective as penicillin in the treatment of Streptococcal pharyngitis. However, substantial data establishing the efficacy of azithromycin in the subsequent prevention of rheumatic fever are not available at present. Chlamydia trachomatis conjunctivitis and trachoma in children 12 months or older."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-klaciped-forte-clarithromycin-250mg5ml-granules-oral-suspension-switzerland,(Approval lapsed) KLACIPED FORTE clarithromycin 250mg/5mL granules for oral suspension (Switzerland),Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,31 October 2024,Expired,KLACID clarithromycin 250mg/5mL powder for oral liquid bottle - ARTG 56729,"Klaciped Forte is indicated for the following infections caused by pathogens sensitive to clarithromycin: streptococcal pharyngitis; Acute otitis media; Impetigo. Based on experience in adults with clarithromycin (Klacid), Klaciped/Klaciped Forte are probably also indicated in the following infections, which have not yet been sufficiently proven by controlled pediatric studies: Respiratory tract infections: such as acute and chronic bronchitis, bronchopneumonia, pneumonia, atypical pneumonia, pneumonia due to Legionella pn., unless the severity of the condition requires parenteral therapy (for determining susceptibility see ""Warnings and Precautions"" and ""Pharmacodynamics""). Infections in the ear, nose and throat area: such as sinusitis. Skin infections: For mild superficial infections such as erysipelas, furunculosis, limited wound infections, cellulitis (for determining sensitivity see ""Warnings and precautionary measures"" and ""Pharmacodynamics""). Official recommendations on the appropriate use of antibiotics should be observed, particularly recommendations for use to prevent the increase in antibiotic resistance."
https://www.tga.gov.au/resources/section-19a-approvals/timolol-05-wv-eye-drops-solution-brown-and-burk-uk,"Timolol 0.5% w/v eye drops solution (Brown and Burk, UK)",Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,30 June 2025,Current,TIMOPTOL timolol maleate 0.5% eye drops bottle - ARTG 28775,Timolol is indicated for the reduction of elevated intraocular pressure. In clinical trials it has been shown to reduce intraocular pressure in: Patients with ocular hypertension Patients with chronic open-angle glaucoma Aphakic patients with glaucoma
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-orencia-abatacept-125-mg-solution-injection-pre-filled-pen-germany,(Approval lapsed) ORENCIA abatacept 125 mg solution for injection in pre-filled pen (Germany),Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,15 December 2024,Expired,ORENCIA abatacept (rch) 125 mg single dose ClickJect prefilled autoinjector - ARTG 236039 ORENCIA abatacept (rch) 125 mg single dose syringe subcutaneous injection ultrasafe passive needle guard and flange extender - ARTG 206764,"ORENCIA in combination with methotrexate is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients who have had an insufficient response or intolerance to other disease modifying anti-rheumatic drugs (DMARDs), such as methotrexate or tumour necrosis factor (TNF) blocking agents. A reduction in the progression of joint damage and improvement in physical function have been demonstrated during combination treatment with ORENCIA and methotrexate. ORENCIA in combination with methotrexate is also indicated in the treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate. ORENCIA is indicated for reducing signs and symptoms in paediatric patients 6 years of age and older with moderately to severely active polyarticular juvenile idiopathic arthritis who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs (DMARDs). ORENCIA may be used as monotherapy or concomitantly with methotrexate (MTX). (There is no clinical trial data for the use of ORENCIA subcutaneous formulation in children, therefore its use in children cannot be recommended.) ORENCIA is indicated for the treatment of active psoriatic arthritis (PsA) in adults when the response to previous disease-modifying anti-rheumatic drug (DMARD) therapy has been inadequate. ORENCIA can be used with or without non-biologic DMARDs. ORENCIA should not be administered concurrently with other biological DMARDs (eg, TNF inhibitors, rituximab, or anakinra)."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-paracetamol-salf-10mgml-1000mg100ml-solution-infusion-bottle-israel,(Approval lapsed) Paracetamol S.A.L.F. 10mg/mL (1000mg/100mL) solution for infusion bottle (Israel),Pro Pharmaceuticals Group Pty Ltd ABN 20 605 457 430,1300 077 674,31 October 2024,Expired,PARACETAMOL KABI paracetamol 1000mg/100mL solution for injection vial ARTG 203624 PARACETAMOL KABI paracetamol 1000mg/100mL solution for injection in freeflex bag ARTG 218687,Paracetamol 10 mg/mL solution for infusion is indicated for the relief of mild to moderate pain and the reduction of fever where an intravenous route of administration is considered clinically necessary.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-stemetil-prochlorperazine-125-mgml-injection-bp-ampoules-singapore,(Approval lapsed) STEMETIL prochlorperazine 12.5 mg/mL injection BP ampoules (Singapore),Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,30 November 2024,Expired,STEMETIL prochlorperazine mesilate 12.5mg/1mL injection ampoule - ARTG 27555,"Nausea and vomiting due to various causes including migraine; vertigo due to Meniere's syndrome, labyrinthitis and other causes."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-sevredol-morphine-sulfate-10mg-tablets-napp-pharmaceuticals-uk,"(Approval lapsed) SEVREDOL morphine sulfate 10mg tablets (Napp Pharmaceuticals, UK)",Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,31 October 2024,Expired,SEVREDOL morphine sulfate pentahydrate 10mg tablet blister pack - ARTG 47543,Treatment of chronic severe pain of cancer.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-clavulin-125f-amoxicillin-and-clavulanate-potassium-oral-suspension-125mg3125mg-5ml-canada,(Approval lapsed) CLAVULIN-125F amoxicillin and clavulanate potassium oral suspension 125mg/31.25mg per 5mL (Canada),Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 October 2024,Expired,CURAM 125/31.25 amoxicillin (as trihydrate) 125mg/5mL clavulanic acid (as potassium clavulanate) 31.25mg/5mL powder for suspension bottle - ARTG 146979,"Indicated for the treatment of the following infections when caused by amoxicillin and clavulanic acid sensitive, beta-lactamase producing organisms: skin and skin structure infections, including cases caused by beta-lactamase producing Staph. aureus, E. coli and Klebsiella sp. (only some strains may be sensitive). urinary tract infections, including cases caused by beta-lactamase producing E. coli, P. mirabilis and Klebsiella sp. upper respiratory tract infections, such as sinusitis, including cases caused by beta-lactamase producing H. influenzae and M. catarrhalis, and otitis media, especially cases caused by beta-lactamase producing H. influenzae, M. catarrhalis and Staph. aureus. lower respiratory tract infections, especially cases caused by beta-lactamase producing H. influenzae and M. catarrhalis. Appropriate culture and susceptibility studies should be performed to identify the causative organism(s) and determine its (their) susceptibility to amoxicillin and clavulanic acid. However, when there is reason to believe an infection may involve any of the beta-lactamase producing organisms listed in Microbiology, therapy may be instituted prior to obtaining the results from bacteriological and susceptibility studies. Once these results are known, therapy should be adjusted if appropriate. The treatment of mixed infections caused by amoxicillin susceptible organisms and beta-lactamase producing organisms susceptible to amoxicillin and clavulanic acid should not require the addition of another antibiotic due to the amoxicillin content of the product."
https://www.tga.gov.au/resources/section-19a-approvals/timoptol-la-timolol-05-wv-gel-forming-eye-drops-solution-uk,TIMOPTOL-LA timolol 0.5% w/v gel-forming eye drops solution (UK),Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,30 June 2025,Current,TIMOPTOL-XE timolol 5mg/mL (as maleate) eye drops bottle - ARTG 50306,TIMOPTOL-LA is indicated for the reduction of elevated intraocular pressure in patients with: ocular hypertension chronic open-angle glaucoma aphakia and glaucoma
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-isoniazid-tablets-usp-100mg-teva-usa,"(Approval lapsed) Isoniazid tablets, USP 100mg (Teva, USA)",Link Medical Products Pty Ltd ABN 73 010 971 516,1800 181 060,31 October 2024,Expired,ISONIAZID 100mg tablet bottle - ARTG 13455,Treatment of pulmonary and extrapulmonary tuberculosis in combination with other antitubercular agents.
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-orencia-abatacept-rch-125-mg-single-dose-syringe-subcutaneous-injection-ultrasafe-passive-needle-guard-and-flange-extender-bms-china,"(Approval lapsed) ORENCIA abatacept (rch) 125 mg single dose syringe subcutaneous injection ultrasafe passive needle guard and flange extender (BMS, China)",Bristol-Myers Squibb Australia Pty Ltd ABN 33 004 333 322,1800 067 567,15 December 2024,Expired,ORENCIA abatacept (rch) 125 mg single dose ClickJect prefilled autoinjector - ARTG 236039 ORENCIA abatacept (rch) 125 mg single dose syringe subcutaneous injection ultrasafe passive needle guard and flange extender - ARTG 206764,"ORENCIA in combination with methotrexate is indicated for the treatment of moderate to severe active rheumatoid arthritis in adult patients who have had an insufficient response or intolerance to other disease modifying anti-rheumatic drugs (DMARDs), such as methotrexate or tumour necrosis factor (TNF) blocking agents. A reduction in the progression of joint damage and improvement in physical function have been demonstrated during combination treatment with ORENCIA and methotrexate. ORENCIA in combination with methotrexate is also indicated in the treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate. ORENCIA is indicated for reducing signs and symptoms in paediatric patients 6 years of age and older with moderately to severely active polyarticular juvenile idiopathic arthritis who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs (DMARDs). ORENCIA may be used as monotherapy or concomitantly with methotrexate (MTX). (There is no clinical trial data for the use of ORENCIA subcutaneous formulation in children, therefore its use in children cannot be recommended.) ORENCIA is indicated for the treatment of active psoriatic arthritis (PsA) in adults when the response to previous disease-modifying anti-rheumatic drug (DMARD) therapy has been inadequate. ORENCIA can be used with or without non-biologic DMARDs. ORENCIA should not be administered concurrently with other biological DMARDs (eg, TNF inhibitors, rituximab, or anakinra)."
https://www.tga.gov.au/resources/section-19a-approvals/approval-lapsed-azithromycin-powder-oral-suspension-usp-200mg-5-ml-600mg15ml-zydus-usa,"(Approval lapsed) Azithromycin powder for oral suspension, USP 200mg per 5 mL (600mg/15mL) (Zydus, USA)",Medsurge Healthcare Pty Ltd ABN 92 124 728 892,1300 788 261,31 October 2024,Expired,ZITHROMAX azithromycin (as dihydrate) 200mg/5mL (when reconstituted) powder for oral suspension bottle - ARTG 60049,"Azithromycin is indicated for use in adults for the treatment of the following infections of mild to moderate severity: Lower respiratory tract infections: Acute bacterial bronchitis due to Streptococcus pneumoniae, Haemophilus influenzae or Moraxella catarrhalis. Community acquired pneumonia due to Streptococcus pneumoniae or Haemophilus influenzae in patients suitable for outpatient oral treatment. Community acquired pneumonia caused by susceptible organisms in patients who require initial intravenous therapy. In clinical studies efficacy has been demonstrated against Chlamydia pneumoniae, Haemophilus influenzae, Legionella pneumophilia, Moraxella catarrhalis, Mycoplasma pneumoniae, Staphylococcus aureus and Streptococcus pneumoniae. Upper respiratory tract infections: Acute sinusitis due to Streptococcus pneumoniae or Haemphilus influenzae. Acute streptococcal pharyngitis. Note: Penicillin is the usual drug of choice in the treatment of Streptococcus pyogenes pharyngitis, including the prophylaxis of rheumatic fever. Azithromycin appears to be almost as effective in the treatment of streptococcal pharyngitis. However, substantial data establishing the efficacy of azithromycin in the subsequent prevention of rheumatic fever are not available at present. Uncomplicated skin and skin structure infections: Uncomplicated infections due to Staphylococcus aureus, Streptococcus pyogenes or Streptococcus agalactiae. Abscesses usually require surgical drainage. Sexually transmitted diseases: Uncomplicated urethritis and cervicitis due to Chlamydia trachomatis. Note. At the recommended dose azithromycin cannot be relied upon to treat gonorrhoea or syphilis. As with other drugs for the treatment of non-gonococcal infections, it may mask or delay the symptoms of incubating gonorrhoea or syphilis. Appropriate tests should be performed for the detection of gonorrhoea or syphilis and treatment should be instituted as required. Azithromycin is indicated for use in children for the treatment of the following infections: Acute streptococcal pharyngitis/tonsillitis. Note: Penicillin is the usual drug of choice in the treatment of Streptococcus pyogenes pharyngitis, including the prophylaxis of rheumatic fever. The 20mg/kg azithromycin dose appears to be almost as effective as penicillin in the treatment of streptococcal pharyngitis. However substantial data establishing the efficacy of azithromycin in the subsequent prevention of rheumatic fever are not available at present."
https://www.tga.gov.au/resources/section-19a-approvals/09-sodium-chloride-injection-usp-viaflex-bag-1000ml-baxter-usa,"0.9% Sodium Chloride Injection, USP in VIAFLEX bag 1000mL (Baxter USA)",Baxter Healthcare Pty Ltd ABN 43 000 392 781,1800 229 837,30 April 2025,Current,N/A (Field Not Found/Timeout),"Indicated for extracellular fluid replacement and in the management of metabolic alkalosis in the presence of fluid loss, and for restoring or maintaining the concentration of sodium and chloride ions."
